"Date","Time","Location","Agency","Activity","+/-","Balance"
"10/5/2022","4:16pm","Line: 422 Stanwood - Seattle, Stop: 4th Ave & Cherry St","Community Transit","Boarding, PugetPass $2.75, Pass valid until 11/1/22","-$1.50","$16.50"
"10/5/2022","2:11pm","Line: 1-Line Northgate - Angle Lake, Stop: University St Station","Sound Transit","Tap off, E-purse","+$0.50","$9.50"
"10/5/2022","1:54pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 11/1/22","-$0.50","$9.00"
"10/4/2022","8:20pm","Customer Relationship Management (CRM)","Regional","Money loaded on card","+$8.00","$18.00"
"10/4/2022","8:12pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.25","$1.50"
"10/4/2022","7:50pm","Line: 1-Line Northgate - Angle Lake, Stop: University St Station","Sound Transit","Transfer","-$0.25","$1.25"
"10/4/2022","7:13pm","Line: C Line Valley St/Fairview Av N - SW Barton St/26 Av SW, Stop: SW Barton St & 35th Ave SW","King County Metro","Transfer","$0.00","$10.00"
"10/4/2022","7:07pm","Line: C Line Valley St/Fairview Av N - SW Barton St/26 Av SW, Stop: SW Barton St & 35th Ave SW","King County Metro","Transfer","$0.00","$10.00"
"10/4/2022","7:07pm","Line: C Line Valley St/Fairview Av N - SW Barton St/26 Av SW, Stop: SW Barton St & 35th Ave SW","King County Metro","Transfer, Transaction declined (110)","$0.00","$0.00"
"10/4/2022","6:40pm","Line: 22 Westwood Villge-Shorewood-Gatewood-Alaska Junction, Stop: 44th Ave SW & SW Alaska St - Bay 6","King County Metro","Transfer","$0.00","$10.00"
"10/4/2022","6:08pm","Line: C Line Valley St/Fairview Av N - SW Barton St/26 Av SW, Stop: 3rd Ave & Pike St","King County Metro","Boarding, PugetPass $2.75, Pass valid until 11/1/22","$0.00","$10.00"
"10/4/2022","6:05pm","Line: 1-Line Northgate - Angle Lake, Stop: Westlake Station","Sound Transit","Tap off, E-purse","+$0.50","$1.50"
"10/4/2022","5:50pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 11/1/22","-$0.50","$1.00"
"10/2/2022","6:24pm","Line: 67 Northgate - Roosevelt - University District, Stop: Roosevelt Way NE & NE 92nd St","King County Metro","Boarding, PugetPass $2.75, Pass valid until 11/1/22","$0.00","$10.00"
"10/2/2022","3:00pm","Line: Woodinville - Seattle","Sound Transit","Transfer","$0.00","$10.00"
"10/2/2022","1:47pm","Line: Woodinville - Seattle","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 11/1/22","-$0.50","$10.00"
"10/2/2022","10:22am","Customer Mobile App","Regional","E-purse purchase","-$99.00","$10.50"
"10/2/2022","10:22am","Customer Mobile App","Regional","Pass loaded on card, PugetPass $2.75","$0.00","$0.00"
"10/2/2022","10:02am","Customer Mobile App","Regional","Money loaded on card","+$60.00","$109.50"
"9/29/2022","7:44pm","Line: 45 Loyal Heights - University District, Stop: N 85th St & Fremont Ave N","King County Metro","Transfer","$0.00","$49.50"
"9/29/2022","6:31pm","Line: 45 Loyal Heights - University District, Stop: NE 65th St & Oswego Pl NE","King County Metro","Boarding, E-purse","-$2.75","$49.50"
"9/26/2022","8:50pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.25","$43.75"
"9/26/2022","8:27pm","Line: 1-Line Northgate - Angle Lake, Stop: Intl Dist/Chinatown Station","Sound Transit","Transfer","-$0.25","$43.50"
"9/26/2022","8:20pm","Line: 106 Renton Transit Center - Skyway - Downtown Seattle, Stop: Rainier Ave S & S Dearborn St","King County Metro","Boarding, All-Day PugetPass $3.50, Pass valid until 9/27/22","$0.00","$52.25"
"9/26/2022","6:17pm","Line: One City Center, Stop: 3rd Ave & Union St","King County Metro","Boarding, All-Day PugetPass $3.50, Pass valid until 9/27/22","$0.00","$52.25"
"9/26/2022","5:58pm","Line: 1-Line Northgate - Angle Lake, Stop: University St Station","Sound Transit","Tap off, E-purse","+$0.75","$46.75"
"9/26/2022","5:39pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, E-purse","-$3.25","$46.00"
"9/25/2022","8:51pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","$0.00","$49.25"
"9/25/2022","8:33pm","Line: 1-Line Northgate - Angle Lake, Stop: University St Station","Sound Transit","Transfer","$0.00","$49.25"
"9/25/2022","7:45pm","Line: 120 Burien TC - Westwood Village - Downtown Seattle, Stop: Burien Transit Center - Bay 3","King County Metro","Transfer","$0.00","$52.25"
"9/25/2022","6:09pm","Line: F Line Burien TC - Tukwila Intl Blvd Sta - Renton Landing, Stop: Tukwila International Blvd Station - Bay 2","King County Metro","Boarding, All-Day PugetPass $3.50, Pass valid until 9/26/22","$0.00","$52.25"
"9/25/2022","6:08pm","Line: 1-Line Northgate - Angle Lake, Stop: Tukwila Int'l Blvd Station","Sound Transit","Tap off, E-purse","$0.00","$49.25"
"9/25/2022","5:12pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Boarding, All-Day PugetPass $3.50, Pass valid until 9/26/22","$0.00","$49.25"
"9/25/2022","2:01pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Tap off, E-purse","$0.00","$49.25"
"9/25/2022","1:56pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, All-Day PugetPass $3.50, Pass valid until 9/26/22","$0.00","$49.25"
"9/24/2022","9:37pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","$0.00","$49.25"
"9/24/2022","9:13pm","Line: 1-Line Northgate - Angle Lake, Stop: Intl Dist/Chinatown Station","Sound Transit","Boarding, All-Day PugetPass $3.50, Pass valid until 9/25/22","$0.00","$49.25"
"9/24/2022","7:05pm","Line: 1-Line Northgate - Angle Lake, Stop: Intl Dist/Chinatown Station","Sound Transit","Tap off, E-purse","$0.00","$49.25"
"9/24/2022","6:45pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, All-Day PugetPass $3.50, Pass valid until 9/25/22","$0.00","$49.25"
"9/24/2022","3:41pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","$0.00","$49.25"
"9/24/2022","3:24pm","Line: 1-Line Northgate - Angle Lake, Stop: Capitol Hill Station","Sound Transit","Boarding, All-Day PugetPass $3.50, Pass valid until 9/25/22","$0.00","$49.25"
"9/24/2022","1:09pm","Line: 1-Line Northgate - Angle Lake, Stop: Capitol Hill Station","Sound Transit","Tap off, E-purse","$0.00","$49.25"
"9/24/2022","12:55pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, All-Day PugetPass $3.50, Pass valid until 9/25/22","$0.00","$49.25"
"9/24/2022","12:52pm","Customer Mobile App","Regional","E-purse purchase","-$8.00","$52.25"
"9/24/2022","12:52pm","Customer Mobile App","Regional","Pass loaded on card, All-Day PugetPass $3.50","$0.00","$0.00"
"9/24/2022","12:52pm","Customer Mobile App","Regional","E-purse purchase","-$8.00","$60.25"
"9/24/2022","12:52pm","Customer Mobile App","Regional","Pass loaded on card, All-Day PugetPass $3.50","$0.00","$0.00"
"9/20/2022","8:25pm","Line: 346 Aurora Village TC - Northgate Station, Stop: Aurora Village Transit Center - Bay 1","King County Metro","Boarding, E-purse","-$2.75","$68.25"
"9/20/2022","6:09pm","Line: 301 Aurora Vill TC -Shoreline P&R -Northgate Station, Stop: Northgate Station - Bay 3","King County Metro","Boarding, E-purse","-$2.75","$71.00"
"9/19/2022","8:01pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.50","$70.75"
"9/19/2022","7:48pm","Line: 1-Line Northgate - Angle Lake, Stop: Capitol Hill Station","Sound Transit","Transfer","-$0.50","$70.25"
"9/19/2022","7:29pm","Line: 1-Line Northgate - Angle Lake, Stop: Capitol Hill Station","Sound Transit","Tap off, E-purse","+$0.75","$70.75"
"9/19/2022","7:11pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, E-purse","-$3.25","$70.00"
"9/18/2022","9:32pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse, Transaction declined (222)","$0.00","$0.00"
"9/18/2022","9:32pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse, Transaction declined (222)","$0.00","$0.00"
"9/18/2022","8:40pm","Line: 45 Loyal Heights - University District, Stop: N 85th St & 1st Ave NW","King County Metro","Boarding, E-purse","-$2.75","$73.75"
"9/18/2022","6:27pm","Line: 45 Loyal Heights - University District, Stop: NE 65th St & Oswego Pl NE","King County Metro","Boarding, E-purse","-$2.75","$76.50"
"9/18/2022","4:12pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Transfer, Transaction declined (222)","$0.00","$0.00"
"9/18/2022","4:12pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.25","$79.25"
"9/18/2022","3:05pm","Line: 1-Line Northgate - Angle Lake, Stop: Columbia City Station","Sound Transit","Transfer","-$0.25","$79.00"
"9/18/2022","1:45pm","Line: 1-Line Northgate - Angle Lake, Stop: Mount Baker Station","Sound Transit","Tap off, E-purse","+$0.50","$79.25"
"9/18/2022","1:09pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, E-purse","-$3.25","$78.75"
"9/17/2022","11:31pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.25","$82.00"
"9/17/2022","10:20pm","Line: 1-Line Northgate - Angle Lake, Stop: Columbia City Station","Sound Transit","Transfer","-$0.25","$81.75"
"9/17/2022","9:26pm","Line: 1-Line Northgate - Angle Lake, Stop: Columbia City Station","Sound Transit","Tap off, E-purse","+$0.50","$82.00"
"9/17/2022","8:50pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, E-purse","-$3.25","$81.50"
"9/17/2022","6:29pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$1.25","$84.75"
"9/17/2022","6:20pm","Line: 1-Line Northgate - Angle Lake, Stop: Northgate Station","Sound Transit","Transfer","-$1.25","$83.50"
"9/17/2022","4:54pm","Line: 1-Line Northgate - Angle Lake, Stop: Northgate Station","Sound Transit","Tap off, E-purse","+$1.00","$84.75"
"9/17/2022","4:46pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, E-purse","-$3.25","$83.75"
"9/14/2022","7:11pm","Line: 45 Loyal Heights - University District, Stop: N 85th St & Greenwood Ave N","King County Metro","Transfer","$0.00","$87.00"
"9/14/2022","6:14pm","Line: 45 Loyal Heights - University District, Stop: NE 65th St & Oswego Pl NE","King County Metro","Boarding, E-purse","-$2.75","$87.00"
"9/12/2022","8:01pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$1.00","$89.75"
"9/12/2022","7:54pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Transfer","-$1.00","$88.75"
"9/12/2022","6:29pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Tap off, E-purse","+$1.00","$89.75"
"9/12/2022","6:19pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, E-purse","-$3.25","$88.75"
"9/11/2022","9:55pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$1.00","$92.00"
"9/11/2022","9:46pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Transfer","-$1.00","$91.00"
"9/11/2022","9:14pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Tap off, E-purse","+$1.00","$92.00"
"9/11/2022","9:06pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, E-purse","-$3.25","$91.00"
"9/9/2022","11:35pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.25","$94.25"
"9/9/2022","10:35pm","Line: 1-Line Northgate - Angle Lake, Stop: SeaTac/Airport Station","Sound Transit","Tap off, E-purse, Transaction declined (222)","$0.00","$0.00"
"9/9/2022","10:35pm","Line: 1-Line Northgate - Angle Lake, Stop: SeaTac/Airport Station","Sound Transit","Boarding, E-purse","-$3.50","$94.00"
"7/27/2022","5:05pm","Line: 1-Line Northgate - Angle Lake, Stop: SeaTac/Airport Station","Sound Transit","Tap off, E-purse","$0.00","$97.50"
"7/27/2022","4:12pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, E-purse","-$3.25","$97.50"
"7/5/2022","11:24am","Customer Mobile App","Regional","Money loaded on card","+$99.00","$100.75"
"7/1/2022","3:38pm","Line: 1-Line Northgate - Angle Lake, Stop: Capitol Hill Station","Sound Transit","Tap off, E-purse","+$0.75","$1.75"
"7/1/2022","3:24pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, E-purse","-$3.25","$1.00"
"6/30/2022","6:21pm","Line: 45 Loyal Heights - University District","King County Metro","Boarding, PugetPass $2.75, Pass valid until 7/1/22","$0.00","$4.25"
"6/30/2022","6:17pm","Line: 67 Northgate - Roosevelt - University District","King County Metro","Transfer","$0.00","$4.25"
"6/30/2022","5:50pm","Line: 65 Lake City  - University District","King County Metro","Transfer","$0.00","$4.25"
"6/30/2022","5:38pm","Line: 1-Line Northgate - Angle Lake, Stop: Univ of Washington Station","Sound Transit","Tap off, E-purse","+$0.25","$4.25"
"6/30/2022","4:19pm","Line: 1-Line Northgate - Angle Lake, Stop: Othello Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22","-$0.25","$4.00"
"6/30/2022","12:25pm","Line: 1-Line Northgate - Angle Lake, Stop: Columbia City Station","Sound Transit","Tap off, E-purse","+$0.50","$4.25"
"6/30/2022","11:41am","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22","-$0.50","$3.75"
"6/28/2022","6:49pm","Line: 20 Lake City - Northgate - University District","King County Metro","Transfer","$0.00","$4.25"
"6/28/2022","6:45pm","Line: 44 Ballard - Montlake","King County Metro","Transfer","$0.00","$4.25"
"6/28/2022","6:21pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Tap off, E-purse","+$0.50","$4.25"
"6/28/2022","6:12pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22","-$0.50","$3.75"
"6/27/2022","2:37pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.75","$4.25"
"6/27/2022","2:24pm","Line: 1-Line Northgate - Angle Lake, Stop: Northgate Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22","-$0.75","$3.50"
"6/24/2022","3:30pm","Line: 67 Northgate - Roosevelt - University District","King County Metro","Boarding, PugetPass $2.75, Pass valid until 7/1/22","$0.00","$4.25"
"6/23/2022","8:34pm","Line: 45 Loyal Heights - University District","King County Metro","Transfer","$0.00","$4.25"
"6/23/2022","6:51pm","Line: 45 Loyal Heights - University District","King County Metro","Boarding, PugetPass $2.75, Pass valid until 7/1/22","$0.00","$4.25"
"6/22/2022","9:59pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.75","$4.25"
"6/22/2022","9:45pm","Line: 1-Line Northgate - Angle Lake, Stop: Northgate Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22","-$0.75","$3.50"
"6/22/2022","9:02pm","Line: Everett - Seattle","Sound Transit","Transfer","$0.00","$4.25"
"6/22/2022","7:28pm","Line: Everett - Seattle","Sound Transit","Transfer","-$0.50","$4.25"
"6/22/2022","7:21pm","Line: 1-Line Northgate - Angle Lake, Stop: Northgate Station","Sound Transit","Transfer, Transaction declined (222)","$0.00","$0.00"
"6/22/2022","7:21pm","Line: 1-Line Northgate - Angle Lake, Stop: Northgate Station","Sound Transit","Tap off, E-purse","+$0.50","$4.75"
"6/22/2022","7:12pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse, Transaction declined (222)","$0.00","$0.00"
"6/22/2022","7:11pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse, Transaction declined (110)","$0.00","$0.00"
"6/22/2022","7:07pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22","-$0.50","$4.25"
"6/21/2022","9:24pm","Line: 62 Sand Point - Green Lake - Downtown Seattle","King County Metro","Boarding, PugetPass $2.75, Pass valid until 7/1/22","$0.00","$4.75"
"6/21/2022","6:47pm","Line: 62 Sand Point - Green Lake - Downtown Seattle","King County Metro","Boarding, PugetPass $2.75, Pass valid until 7/1/22","$0.00","$4.75"
"6/20/2022","8:57pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.75","$4.75"
"6/20/2022","8:51pm","Line: 1-Line Northgate - Angle Lake, Stop: Northgate Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22","-$0.75","$4.00"
"6/20/2022","8:24pm","Line: 346 Aurora Village TC - Northgate Station","King County Metro","Transfer","$0.00","$4.75"
"6/20/2022","6:36pm","Line: 301 Aurora Vill TC -Shoreline P&R -Northgate Station","King County Metro","Transfer","$0.00","$4.75"
"6/20/2022","6:18pm","Line: 1-Line Northgate - Angle Lake, Stop: Northgate Station","Sound Transit","Tap off, E-purse","+$0.50","$4.75"
"6/20/2022","6:11pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22","-$0.50","$4.25"
"6/19/2022","4:51pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.50","$4.75"
"6/19/2022","4:43pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Transfer","-$0.50","$4.25"
"6/19/2022","4:27pm","Line: 32 Children's Hospital - Fremont -Seattle Center West","King County Metro","Boarding, PugetPass $2.75, Pass valid until 7/1/22","$0.00","$4.75"
"6/19/2022","1:04pm","Line: 62 Sand Point - Green Lake - Downtown Seattle","King County Metro","Boarding, PugetPass $2.75, Pass valid until 7/1/22","$0.00","$4.75"
"6/18/2022","7:14pm","Line: 45 Loyal Heights - University District","King County Metro","Transfer","$0.00","$4.75"
"6/18/2022","6:05pm","Line: 45 Loyal Heights - University District","King County Metro","Boarding, PugetPass $2.75, Pass valid until 7/1/22","$0.00","$4.75"
"6/17/2022","10:30pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.25","$4.75"
"6/17/2022","10:03pm","Line: 1-Line Northgate - Angle Lake, Stop: Stadium Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22","-$0.25","$4.50"
"6/17/2022","8:07pm","Line: 1-Line Northgate - Angle Lake, Stop: Stadium Station","Sound Transit","Tap off, E-purse","+$0.50","$4.75"
"6/17/2022","7:44pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22","-$0.50","$4.25"
"6/16/2022","10:30am","Line: 45 Loyal Heights - University District","King County Metro","Boarding, PugetPass $2.75, Pass valid until 7/1/22","$0.00","$4.75"
"6/15/2022","9:19pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Transfer, Transaction declined (222)","$0.00","$0.00"
"6/15/2022","9:19pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.50","$4.75"
"6/15/2022","9:07pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Transfer","-$0.50","$4.25"
"6/15/2022","7:26pm","Line: 44 Ballard - Montlake","King County Metro","Boarding, PugetPass $2.75, Pass valid until 7/1/22","$0.00","$4.75"
"6/15/2022","5:18pm","Line: 44 Ballard - Montlake","King County Metro","Transfer","$0.00","$4.75"
"6/15/2022","4:54pm","Line: 62 Sand Point - Green Lake - Downtown Seattle","King County Metro","Boarding, PugetPass $2.75, Pass valid until 7/1/22","$0.00","$4.75"
"6/14/2022","9:02pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.50","$4.75"
"6/14/2022","8:58pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Transfer","-$0.50","$4.25"
"6/14/2022","8:55pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Transfer, Transaction declined (222)","$0.00","$0.00"
"6/14/2022","8:54pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Transfer, Transaction declined (222)","$0.00","$0.00"
"6/14/2022","8:54pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Transfer, Transaction declined (222)","$0.00","$0.00"
"6/14/2022","8:54pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Transfer, Transaction declined (222)","$0.00","$0.00"
"6/14/2022","8:54pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Tap off, E-purse","+$0.50","$4.75"
"6/14/2022","8:35pm","Line: 1-Line Northgate - Angle Lake, Stop: Univ of Washington Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22","-$0.50","$4.25"
"6/14/2022","6:28pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22","-$0.50","$4.75"
"6/12/2022","6:54pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.50","$5.25"
"6/12/2022","6:48pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22","-$0.50","$4.75"
"6/12/2022","3:41pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Tap off, E-purse","+$0.50","$5.25"
"6/12/2022","3:33pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse, Transaction declined (222)","$0.00","$0.00"
"6/12/2022","3:32pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Transfer","-$0.50","$4.75"
"6/12/2022","1:48pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.75","$5.25"
"6/12/2022","1:39pm","Line: 1-Line Northgate - Angle Lake, Stop: Northgate Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22","-$0.75","$4.50"
"6/12/2022","10:07am","Line: 1-Line Northgate - Angle Lake, Stop: Northgate Station","Sound Transit","Tap off, E-purse","+$0.50","$5.25"
"6/12/2022","10:01am","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22","-$0.50","$4.75"
"6/11/2022","9:21pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.25","$5.25"
"6/11/2022","9:08pm","Line: 1-Line Northgate - Angle Lake, Stop: Capitol Hill Station","Sound Transit","Tap off, E-purse, Transaction declined (222)","$0.00","$0.00"
"6/11/2022","9:08pm","Line: 1-Line Northgate - Angle Lake, Stop: Capitol Hill Station","Sound Transit","Transfer","-$0.25","$5.00"
"6/11/2022","8:53pm","Line: 1-Line Northgate - Angle Lake, Stop: Capitol Hill Station","Sound Transit","Tap off, E-purse","+$0.25","$5.25"
"6/11/2022","8:53pm","Line: 1-Line Northgate - Angle Lake, Stop: Capitol Hill Station","Sound Transit","Tap off, E-purse, Transaction declined (110)","$0.00","$0.00"
"6/11/2022","8:53pm","Line: 1-Line Northgate - Angle Lake, Stop: Capitol Hill Station","Sound Transit","Tap off, E-purse, Transaction declined (110)","$0.00","$0.00"
"6/11/2022","8:28pm","Line: 1-Line Northgate - Angle Lake, Stop: Beacon Hill Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22","-$0.25","$5.00"
"6/11/2022","4:13pm","Line: 1-Line Northgate - Angle Lake, Stop: Beacon Hill Station","Sound Transit","Tap off, E-purse","+$0.50","$5.25"
"6/11/2022","3:37pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22","-$0.50","$4.75"
"6/10/2022","6:10pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.75","$5.25"
"6/10/2022","6:04pm","Line: 1-Line Northgate - Angle Lake, Stop: Northgate Station","Sound Transit","Transfer","-$0.75","$4.50"
"6/10/2022","5:24pm","Line: 40 Northgte-Ballard-Fremont-Westlake-Downtown Seattle","King County Metro","Transfer","$0.00","$5.25"
"6/10/2022","5:01pm","Line: 5 Shoreline CC - Greenwood - Seattle","King County Metro","Transfer","$0.00","$5.25"
"6/10/2022","4:30pm","Line: 5 Shoreline CC - Greenwood - Seattle","King County Metro","Transfer","$0.00","$5.25"
"6/10/2022","4:07pm","Line: 45 Loyal Heights - University District","King County Metro","Boarding, PugetPass $2.75, Pass valid until 7/1/22","$0.00","$5.25"
"6/9/2022","8:03pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.25","$5.25"
"6/9/2022","7:41pm","Line: 1-Line Northgate - Angle Lake, Stop: Pioneer Square Station","Sound Transit","Transfer","-$0.25","$5.00"
"6/9/2022","7:01pm","Line:  Bremerton-Seattle Fast Ferry","Kitsap Transit","Transfer","$0.00","$5.25"
"6/9/2022","6:30pm","Line:  Bremerton-Port Orchard Foot Ferry","Kitsap Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22","$0.00","$5.25"
"6/9/2022","6:06pm","Vending Machine","Kitsap Transit","Money loaded on card","+$5.00","$5.25"
"6/9/2022","3:07pm","Line: Gig Harbor - Seattle","Sound Transit","Transfer","-$0.50","$0.25"
"6/9/2022","2:48pm","Line: 1-Line Northgate - Angle Lake, Stop: Westlake Station","Sound Transit","Tap off, E-purse","+$0.50","$0.75"
"6/9/2022","2:36pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22","-$0.50","$0.25"
"6/8/2022","5:54pm","Line: 1-Line Northgate - Angle Lake, Stop: Northgate Station","Sound Transit","Tap off, E-purse","+$0.50","$0.75"
"6/8/2022","5:43pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22","-$0.50","$0.25"
